invoice_no,quantity,price,invoice_date,shopping_mall
I248342,2,2100,15/12/2021,Emaar Square Mall
I154080,3,121.98,28/08/2021,Forum Istanbul
I891682,5,58.65,29/10/2021,Kanyon
I101967,5,26.15,25/02/2023,Istinye Park
I299010,3,107.52,18/08/2021,Zorlu Center
I103329,2,600.16,16/05/2021,Metrocity
I282215,5,179.2,25/07/2021,Zorlu Center
I226432,5,26.15,13/10/2022,Forum Istanbul
I977482,2,600.16,26/12/2021,Istinye Park
I743622,1,40.66,9/1/2021,Mall of Istanbul
I273202,3,3150,8/6/2021,Mall of Istanbul
I140711,4,1200.32,14/04/2021,Viaport Outlet
I152461,3,15.69,5/1/2022,Metrocity
I295616,1,1050,10/9/2021,Emaar Square Mall
I182339,2,81.32,16/09/2021,Mall of Istanbul
I237036,4,2400.68,16/04/2022,Mall of Istanbul
I267481,2,23.46,26/11/2022,Metrocity
I337637,2,600.16,29/12/2021,Viaport Outlet
I999562,1,300.08,1/2/2023,Mall of Istanbul
I284320,1,300.08,1/7/2021,Istinye Park
I165049,4,1200.32,14/02/2022,Metrocity
I830237,3,15.69,23/09/2021,Zorlu Center
I535755,2,600.16,25/01/2021,Metrocity
I696848,2,30.3,30/08/2022,Mall of Istanbul
I282205,5,3000.85,27/01/2021,Emaar Square Mall
I188695,4,143.36,18/04/2022,Viaport Outlet
I338477,3,45.45,4/1/2022,Kanyon
I209241,3,900.24,19/01/2022,Kanyon
I183575,1,40.66,20/02/2023,Metrocity
I242084,1,300.08,1/9/2022,Metropol AVM
I652394,2,600.16,26/05/2022,Istinye Park
I174759,3,900.24,18/07/2021,Istinye Park
I188876,3,45.45,26/08/2022,Metrocity
I228812,5,1500.4,25/07/2022,Metropol AVM
I150747,2,1200.34,6/5/2022,Metrocity
I125089,2,10.46,31/10/2022,Mall of Istanbul
I320173,1,300.08,31/01/2023,Emaar Square Mall
I245080,5,3000.85,22/07/2021,Metrocity
I291568,5,75.75,27/04/2022,Cevahir AVM
I127462,3,121.98,19/03/2022,Cevahir AVM
I168513,2,2100,8/2/2023,Zorlu Center
I292404,1,40.66,22/03/2021,Metrocity
I117371,4,20.92,3/3/2022,Metrocity
I505461,3,15.69,2/2/2021,Kanyon
I280416,3,107.52,20/11/2021,Viaport Outlet
I290378,1,300.08,15/11/2022,Mall of Istanbul
I311532,1,5.23,20/01/2022,Kanyon
I224964,1,40.66,6/10/2021,Emaar Square Mall
I290262,1,300.08,10/1/2023,Mall of Istanbul
I200564,3,900.24,5/10/2022,Istinye Park
I746799,3,900.24,15/03/2022,Mall of Istanbul
I568312,3,35.19,10/10/2021,Viaport Outlet
I237987,1,300.08,19/07/2021,Kanyon
I203721,1,40.66,27/05/2021,Zorlu Center
I335291,3,121.98,25/10/2022,Metropol AVM
I334794,1,300.08,10/1/2021,Metrocity
I213290,5,203.3,29/09/2022,Metrocity
I140023,5,3000.85,13/02/2021,Cevahir AVM
I288497,5,1500.4,26/09/2021,Kanyon
I239730,1,5.23,23/08/2021,Kanyon
I184946,4,60.6,4/3/2021,Istinye Park
I172192,1,35.84,4/4/2021,Metropol AVM
I173476,1,300.08,25/08/2021,Emaar Square Mall
I247985,3,900.24,17/09/2022,Zorlu Center
I337089,4,4200,22/07/2021,Forum Istanbul
I289409,2,23.46,11/9/2021,Metropol AVM
I264973,5,75.75,4/12/2021,Mall of Istanbul
I191010,3,107.52,20/02/2023,Forum Istanbul
I102700,4,1200.32,25/01/2021,Mall of Istanbul
I776771,5,75.75,5/11/2022,Cevahir AVM
I294764,4,2400.68,26/09/2022,Istinye Park
I326815,4,162.64,26/02/2023,Kanyon
I316737,3,900.24,16/02/2023,Kanyon
I260700,3,900.24,17/01/2023,Zorlu Center
I303548,1,35.84,19/01/2023,Mall of Istanbul
I433805,4,4200,30/05/2022,Kanyon
I221203,3,15.69,6/7/2022,Mall of Istanbul
I645377,4,1200.32,23/12/2021,Viaport Outlet
I339719,2,600.16,13/03/2022,Kanyon
I301061,3,15.69,11/2/2023,Forum Istanbul
I296926,1,5.23,18/02/2021,Kanyon
I314073,2,2100,13/09/2021,Cevahir AVM
I163227,1,35.84,24/06/2022,Mall of Istanbul
I873972,5,1500.4,28/04/2022,Metrocity
I131643,2,81.32,1/9/2021,Cevahir AVM
I135776,3,900.24,13/03/2022,Zorlu Center
I276859,3,35.19,23/04/2021,Kanyon
I296032,1,300.08,23/02/2022,Istinye Park
I159145,2,81.32,12/6/2022,Emaar Square Mall
I194864,2,1200.34,18/06/2022,Forum Istanbul
I433046,4,60.6,15/11/2021,Metrocity
I241306,2,1200.34,21/09/2022,Mall of Istanbul
I270862,1,5.23,20/09/2021,Metrocity
I200757,1,40.66,3/10/2021,Metropol AVM
I228290,5,1500.4,7/7/2021,Metrocity
I209652,5,5250,4/4/2021,Forum Istanbul
I284855,4,162.64,8/6/2022,Metrocity
I309516,4,20.92,21/07/2022,Kanyon
I259051,5,26.15,20/05/2022,Mall of Istanbul
I248007,3,900.24,25/08/2021,Kanyon
I625008,1,300.08,22/08/2022,Istinye Park
I196794,4,20.92,30/04/2021,Istinye Park
I244994,5,75.75,28/02/2021,Metrocity
I134596,1,300.08,15/01/2023,Istinye Park
I189240,4,1200.32,18/01/2023,Cevahir AVM
I314517,3,121.98,16/03/2022,Metropol AVM
I251715,4,1200.32,30/12/2022,Mall of Istanbul
I224350,2,600.16,3/1/2022,Kanyon
I606139,2,23.46,21/03/2022,Kanyon
I271671,3,35.19,26/01/2021,Kanyon
I122607,3,900.24,9/9/2021,Istinye Park
I587048,2,600.16,26/03/2021,Metropol AVM
I365206,2,600.16,23/03/2021,Metrocity
I303442,1,300.08,6/11/2021,Istinye Park
I125294,1,300.08,6/1/2021,Kanyon
I101734,2,1200.34,8/9/2021,Metropol AVM
I123274,5,203.3,27/11/2022,Zorlu Center
I794851,3,107.52,11/7/2022,Metrocity
I633408,1,40.66,6/9/2022,Kanyon
I514338,2,600.16,22/04/2021,Emaar Square Mall
I712517,4,46.92,23/08/2021,Metrocity
I298928,4,1200.32,19/04/2022,Forum Istanbul
I318157,4,20.92,30/03/2022,Kanyon
I741384,2,600.16,3/8/2021,Mall of Istanbul
I165415,1,35.84,21/11/2022,Mall of Istanbul
I223787,1,300.08,27/12/2022,Emaar Square Mall
I102398,5,75.75,28/06/2021,Istinye Park
I115429,4,20.92,16/05/2022,Mall of Istanbul
I797418,3,3150,8/8/2021,Kanyon
I863910,5,3000.85,28/02/2021,Mall of Istanbul
I302799,3,1800.51,1/10/2022,Istinye Park
I433899,4,162.64,28/01/2021,Mall of Istanbul
I265287,3,1800.51,12/11/2021,Metrocity
I150777,3,15.69,2/1/2022,Mall of Istanbul
I281052,5,3000.85,5/5/2021,Metropol AVM
I222855,5,1500.4,20/11/2021,Istinye Park
I282459,3,121.98,27/11/2021,Mall of Istanbul
I331293,1,600.17,18/06/2022,Forum Istanbul
I289282,4,20.92,4/11/2022,Kanyon
I175216,4,60.6,13/08/2021,Istinye Park
I871468,1,5.23,3/7/2021,Metrocity
I144502,2,1200.34,8/1/2022,Metropol AVM
I238000,1,11.73,1/7/2022,Metropol AVM
I214122,3,1800.51,16/01/2022,Forum Istanbul
I109913,1,1050,6/9/2022,Kanyon
I195152,3,900.24,15/02/2023,Emaar Square Mall
I251943,1,300.08,11/3/2021,Forum Istanbul
I884596,2,2100,15/05/2022,Istinye Park
I303817,3,107.52,19/08/2022,Mall of Istanbul
I244071,4,1200.32,12/4/2022,Mall of Istanbul
I217590,1,5.23,7/3/2021,Mall of Istanbul
I235150,1,35.84,11/12/2022,Metrocity
I571387,3,3150,6/10/2022,Cevahir AVM
I144825,2,600.16,16/02/2021,Viaport Outlet
I203536,3,45.45,16/08/2022,Mall of Istanbul
I329250,4,20.92,26/11/2022,Kanyon
I282505,5,26.15,18/06/2021,Metrocity
I190149,5,1500.4,12/1/2023,Mall of Istanbul
I343477,1,11.73,21/05/2021,Emaar Square Mall
I197146,2,81.32,10/2/2022,Metrocity
I321804,3,15.69,1/8/2022,Mall of Istanbul
I210508,3,900.24,25/09/2021,Forum Istanbul
I178334,5,1500.4,28/03/2021,Kanyon
I269165,5,203.3,27/06/2021,Mall of Istanbul
I199830,3,107.52,9/6/2022,Cevahir AVM
I227142,2,10.46,31/08/2021,Mall of Istanbul
I167778,5,179.2,27/09/2021,Kanyon
I314640,4,60.6,29/10/2022,Emaar Square Mall
I109275,2,600.16,9/5/2022,Mall of Istanbul
I243471,4,1200.32,13/03/2022,Mall of Istanbul
I184968,3,121.98,4/4/2021,Cevahir AVM
I152838,1,11.73,24/12/2022,Istinye Park
I179347,4,20.92,16/12/2021,Zorlu Center
I296915,1,40.66,29/01/2021,Forum Istanbul
I176919,2,81.32,22/02/2021,Kanyon
I205431,1,300.08,12/10/2021,Metrocity
I124665,1,40.66,11/2/2021,Metrocity
I212097,5,26.15,15/02/2022,Metropol AVM
I250179,1,40.66,16/07/2022,Metrocity
I168268,2,600.16,4/4/2022,Zorlu Center
I137040,3,3150,2/1/2022,Mall of Istanbul
I142309,5,5250,27/01/2021,Istinye Park
I310298,3,121.98,30/07/2021,Emaar Square Mall
I334797,5,75.75,5/10/2021,Kanyon
I369017,1,600.17,20/05/2022,Kanyon
I279645,1,35.84,21/07/2022,Istinye Park
I305831,5,179.2,23/03/2022,Kanyon
I308965,2,81.32,25/09/2021,Viaport Outlet
I283543,1,300.08,14/06/2022,Viaport Outlet
I230102,2,600.16,18/11/2022,Metrocity
I245179,1,300.08,8/4/2021,Kanyon
I983002,4,143.36,5/1/2022,Metrocity
I156951,5,1500.4,10/12/2021,Cevahir AVM
I549256,1,300.08,25/07/2021,Istinye Park
I234150,3,107.52,12/5/2021,Viaport Outlet
I802776,5,1500.4,16/06/2022,Mall of Istanbul
I154756,3,1800.51,2/10/2022,Viaport Outlet
I225320,3,900.24,9/3/2022,Istinye Park
I960735,2,600.16,9/3/2022,Istinye Park
I142526,5,203.3,25/04/2021,Istinye Park
I238727,5,3000.85,20/02/2022,Viaport Outlet
I309006,3,900.24,4/5/2022,Emaar Square Mall
I161633,5,1500.4,25/10/2021,Istinye Park
I263259,1,300.08,12/8/2021,Metropol AVM
I193747,5,75.75,2/8/2022,Mall of Istanbul
I195187,3,107.52,9/3/2021,Mall of Istanbul
I268512,5,203.3,18/02/2021,Istinye Park
I225700,2,600.16,23/10/2022,Cevahir AVM
I312011,2,10.46,6/4/2022,Kanyon
I256849,1,600.17,11/2/2022,Metrocity
I260013,5,26.15,4/2/2021,Istinye Park
I207023,1,35.84,27/11/2022,Kanyon
I168306,1,300.08,11/4/2021,Mall of Istanbul
I216271,3,900.24,5/2/2021,Forum Istanbul
I159182,4,4200,25/11/2022,Metrocity
I241191,2,10.46,29/03/2022,Metropol AVM
I294851,5,58.65,11/1/2021,Metrocity
I223451,3,15.69,7/1/2022,Mall of Istanbul
I194850,2,600.16,3/1/2023,Metrocity
I828064,5,1500.4,9/2/2021,Viaport Outlet
I173400,1,15.15,18/03/2022,Metropol AVM
I319287,5,179.2,19/03/2021,Metrocity
I308780,3,900.24,8/3/2023,Forum Istanbul
I202716,4,1200.32,6/1/2021,Viaport Outlet
I328587,2,71.68,16/04/2022,Metropol AVM
I318740,3,107.52,16/10/2022,Kanyon
I465706,1,300.08,18/03/2021,Kanyon
I203554,2,2100,23/03/2022,Mall of Istanbul
I474764,5,3000.85,12/6/2021,Emaar Square Mall
I220014,5,1500.4,5/5/2021,Metrocity
I174927,3,121.98,20/01/2023,Metrocity
I297178,1,600.17,7/3/2022,Metropol AVM
I144771,2,81.32,18/01/2023,Metrocity
I320470,1,40.66,7/1/2022,Metrocity
I284281,4,20.92,5/4/2022,Istinye Park
I122120,3,107.52,2/2/2021,Metrocity
I239300,3,45.45,2/3/2022,Forum Istanbul
I245714,5,179.2,25/02/2023,Kanyon
I950711,4,1200.32,27/03/2022,Mall of Istanbul
I521068,3,3150,31/12/2021,Kanyon
I245129,2,10.46,20/09/2021,Zorlu Center
I121188,4,2400.68,21/11/2022,Metropol AVM
I784233,3,121.98,16/08/2021,Kanyon
I154852,3,900.24,21/05/2021,Istinye Park
I242888,3,1800.51,9/4/2021,Mall of Istanbul
I725577,4,162.64,16/11/2022,Mall of Istanbul
I118829,5,203.3,15/11/2022,Kanyon
I318616,3,35.19,2/6/2021,Metropol AVM
I150988,2,10.46,28/11/2022,Metropol AVM
I161957,4,1200.32,2/5/2021,Istinye Park
I337378,4,2400.68,20/12/2021,Istinye Park
I249448,5,26.15,15/01/2023,Istinye Park
I716054,3,121.98,8/8/2022,Metrocity
I218662,2,600.16,1/8/2021,Mall of Istanbul
I286287,5,26.15,6/7/2021,Metropol AVM
I143702,1,300.08,26/08/2022,Zorlu Center
I275103,4,2400.68,5/4/2021,Metrocity
I120017,2,10.46,17/06/2021,Cevahir AVM
I305325,4,20.92,22/07/2022,Metrocity
I257421,2,71.68,24/11/2022,Kanyon
I332083,4,1200.32,27/07/2022,Kanyon
I180368,3,900.24,7/11/2022,Metrocity
I179713,2,10.46,4/5/2021,Zorlu Center
I336572,3,15.69,6/5/2022,Mall of Istanbul
I498634,1,40.66,26/08/2021,Zorlu Center
I179344,2,71.68,5/4/2021,Zorlu Center
I198809,4,20.92,14/02/2023,Mall of Istanbul
I220513,4,20.92,25/07/2021,Mall of Istanbul
I176684,2,71.68,15/03/2021,Zorlu Center
I315554,3,900.24,4/9/2022,Kanyon
I325282,1,300.08,16/08/2021,Istinye Park
I153233,4,1200.32,25/04/2021,Cevahir AVM
I109870,3,121.98,9/6/2021,Istinye Park
I250008,4,60.6,21/03/2022,Metropol AVM
I261977,2,71.68,9/4/2021,Viaport Outlet
I228184,3,900.24,15/03/2021,Cevahir AVM
I254833,3,900.24,22/05/2021,Istinye Park
I290210,4,1200.32,25/07/2022,Mall of Istanbul
I108588,1,5.23,19/12/2022,Metrocity
I540054,3,900.24,19/10/2022,Mall of Istanbul
I185197,2,600.16,15/05/2022,Metropol AVM
I194572,2,81.32,10/9/2021,Metrocity
I271776,4,20.92,12/1/2021,Metrocity
I358224,3,15.69,5/6/2021,Emaar Square Mall
I219408,1,5.23,11/1/2023,Metropol AVM
I436678,1,600.17,13/02/2022,Kanyon
I238498,4,60.6,6/7/2022,Kanyon
I339957,4,20.92,21/11/2022,Metropol AVM
I104155,5,1500.4,8/4/2022,Kanyon
I266812,4,1200.32,4/2/2022,Metropol AVM
I100084,2,1200.34,9/10/2022,Kanyon
I175032,3,900.24,18/05/2021,Metrocity
I506469,2,71.68,14/11/2021,Metropol AVM
I126256,3,15.69,24/08/2021,Viaport Outlet
I912966,1,15.15,5/11/2022,Metrocity
I273923,4,143.36,8/3/2021,Istinye Park
I274544,5,1500.4,14/10/2022,Mall of Istanbul
I601729,2,81.32,4/8/2021,Istinye Park
I188805,1,300.08,10/1/2023,Zorlu Center
I381110,3,900.24,10/1/2021,Kanyon
I309374,4,1200.32,23/07/2022,Kanyon
I212763,2,600.16,26/04/2022,Kanyon
I184845,1,600.17,22/06/2022,Mall of Istanbul
I165849,2,10.46,15/04/2021,Metrocity
I139090,2,10.46,16/03/2022,Metrocity
I211584,4,20.92,13/05/2022,Metrocity
I296557,5,203.3,19/12/2022,Mall of Istanbul
I217604,5,3000.85,12/1/2022,Kanyon
I136026,1,11.73,25/12/2022,Metropol AVM
I103783,1,300.08,8/3/2022,Metropol AVM
I116122,4,162.64,25/11/2021,Emaar Square Mall
I738220,1,300.08,18/08/2022,Kanyon
I237521,5,1500.4,29/05/2022,Metrocity
I279331,1,300.08,5/8/2021,Viaport Outlet
I164829,2,81.32,12/4/2021,Viaport Outlet
I197493,1,40.66,10/2/2022,Metrocity
I252347,5,26.15,6/3/2022,Mall of Istanbul
I287345,3,15.69,13/01/2022,Forum Istanbul
I593167,1,11.73,15/04/2022,Mall of Istanbul
I229180,5,58.65,13/02/2022,Kanyon
I288222,1,11.73,27/05/2022,Metrocity
I235018,4,143.36,5/12/2021,Forum Istanbul
I528039,5,75.75,2/2/2023,Kanyon
I409748,2,30.3,1/12/2021,Kanyon
I306283,2,1200.34,4/1/2023,Emaar Square Mall
I237289,4,1200.32,30/04/2022,Metrocity
I114336,4,2400.68,22/02/2023,Istinye Park
I226390,5,58.65,11/7/2021,Istinye Park
I202816,3,45.45,29/03/2022,Metrocity
I172389,3,107.52,1/7/2021,Metrocity
I198707,1,40.66,18/08/2022,Kanyon
I190673,4,4200,30/04/2022,Metrocity
I929770,5,1500.4,3/5/2022,Mall of Istanbul
I865344,1,1050,15/02/2023,Istinye Park
I142128,3,45.45,12/2/2022,Metropol AVM
I195360,1,5.23,1/10/2021,Mall of Istanbul
I107412,3,900.24,9/6/2022,Metropol AVM
I150757,4,143.36,21/09/2022,Zorlu Center
I230847,1,300.08,20/05/2021,Mall of Istanbul
I312293,2,81.32,9/12/2021,Kanyon
I195988,3,900.24,21/04/2021,Mall of Istanbul
I483482,5,75.75,12/7/2022,Metropol AVM
I875662,1,35.84,2/3/2021,Emaar Square Mall
I879774,2,600.16,9/10/2021,Mall of Istanbul
I133913,1,300.08,22/12/2021,Kanyon
I119897,1,1050,29/10/2021,Forum Istanbul
I283765,1,300.08,16/06/2021,Metrocity
I298789,2,1200.34,7/3/2023,Metropol AVM
I316032,3,3150,14/03/2021,Kanyon
I106511,3,900.24,12/1/2021,Metropol AVM
I269602,3,1800.51,1/5/2022,Kanyon
I558244,5,1500.4,12/5/2022,Metropol AVM
I247583,5,58.65,16/02/2021,Kanyon
I563097,3,900.24,12/8/2022,Kanyon
I187815,3,15.69,22/02/2023,Kanyon
I324913,2,81.32,1/12/2022,Metrocity
I874452,5,26.15,25/02/2021,Metropol AVM
I719539,4,1200.32,4/10/2021,Metropol AVM
I108656,2,23.46,8/3/2022,Metrocity
I242867,5,1500.4,6/10/2021,Mall of Istanbul
I277502,3,900.24,6/3/2022,Istinye Park
I150533,2,2100,16/02/2022,Metropol AVM
I171317,3,121.98,6/6/2022,Kanyon
I267332,2,1200.34,9/3/2021,Metropol AVM
I927738,4,1200.32,16/02/2021,Metrocity
I118692,2,600.16,5/1/2021,Kanyon
I714542,3,121.98,14/05/2022,Kanyon
I184160,2,81.32,12/2/2021,Mall of Istanbul
I877768,4,162.64,12/7/2022,Kanyon
I206540,4,143.36,31/03/2021,Metrocity
I160801,2,71.68,28/12/2022,Kanyon
I288974,3,45.45,16/02/2023,Forum Istanbul
I215971,3,900.24,5/9/2022,Zorlu Center
I147422,3,121.98,25/04/2022,Emaar Square Mall
I106510,3,121.98,23/04/2021,Metrocity
I129363,3,35.19,13/12/2022,Metrocity
I594890,2,600.16,25/11/2021,Kanyon
I775506,4,20.92,12/5/2022,Mall of Istanbul
I406480,5,1500.4,11/2/2022,Metropol AVM
I146152,5,1500.4,10/6/2022,Forum Istanbul
I335514,2,1200.34,30/09/2022,Emaar Square Mall
I160075,4,60.6,25/10/2021,Kanyon
I303669,3,900.24,27/02/2022,Istinye Park
I334573,5,1500.4,6/7/2021,Kanyon
I247735,4,20.92,26/02/2023,Emaar Square Mall
I112154,3,900.24,11/8/2022,Metropol AVM
I526587,1,300.08,28/06/2022,Kanyon
I147251,2,10.46,23/12/2022,Mall of Istanbul
I240571,1,600.17,28/02/2023,Mall of Istanbul
I178710,5,1500.4,31/01/2022,Cevahir AVM
I117335,5,3000.85,22/05/2021,Forum Istanbul
I210957,2,10.46,19/08/2021,Forum Istanbul
I151121,1,35.84,29/09/2021,Forum Istanbul
I372065,3,900.24,20/02/2021,Metrocity
I223032,4,1200.32,13/12/2021,Metrocity
I102758,1,5.23,1/12/2022,Metropol AVM
I699005,4,1200.32,6/1/2023,Zorlu Center
I294068,3,1800.51,22/04/2021,Mall of Istanbul
I508228,2,600.16,16/05/2022,Viaport Outlet
I232331,2,71.68,18/06/2022,Metrocity
I815493,4,1200.32,21/11/2022,Metrocity
I109502,5,203.3,23/11/2021,Viaport Outlet
I113985,2,10.46,23/04/2021,Istinye Park
I226467,5,26.15,19/02/2023,Cevahir AVM
I264406,2,600.16,23/01/2021,Metrocity
I127404,5,1500.4,16/02/2022,Emaar Square Mall
I312744,4,1200.32,24/12/2021,Kanyon
I326270,1,300.08,8/9/2022,Kanyon
I239788,5,26.15,3/10/2021,Istinye Park
I291033,3,900.24,7/12/2022,Zorlu Center
I192357,1,600.17,18/11/2022,Mall of Istanbul
I254550,4,1200.32,12/2/2021,Metrocity
I248601,1,600.17,31/07/2021,Istinye Park
I661344,4,4200,1/2/2021,Metrocity
I596607,5,1500.4,4/10/2021,Kanyon
I230473,5,26.15,10/1/2021,Metrocity
I147359,1,40.66,8/2/2021,Forum Istanbul
I181911,1,35.84,25/01/2022,Forum Istanbul
I121906,5,26.15,8/1/2023,Metrocity
I182715,1,40.66,7/2/2021,Mall of Istanbul
I778921,3,15.69,31/08/2021,Kanyon
I154720,4,162.64,15/04/2021,Mall of Istanbul
I455075,2,600.16,21/12/2021,Forum Istanbul
I106559,5,1500.4,15/02/2023,Metrocity
I105463,1,40.66,28/06/2021,Metrocity
I196185,4,162.64,14/09/2021,Metropol AVM
I267939,1,5.23,14/04/2021,Cevahir AVM
I372174,5,3000.85,8/10/2021,Metropol AVM
I328995,5,26.15,18/02/2021,Istinye Park
I232296,2,600.16,3/12/2022,Metrocity
I184471,1,300.08,8/1/2021,Viaport Outlet
I338048,3,900.24,17/11/2021,Zorlu Center
I177853,5,26.15,11/4/2022,Zorlu Center
I263471,4,2400.68,24/12/2021,Istinye Park
I273789,3,900.24,8/2/2023,Kanyon
I295333,1,11.73,11/12/2021,Metrocity
I114913,5,179.2,24/02/2023,Istinye Park
I178212,4,2400.68,11/11/2022,Mall of Istanbul
I222333,3,1800.51,13/07/2022,Viaport Outlet
I240161,1,1050,3/8/2022,Zorlu Center
I914176,5,58.65,23/10/2022,Kanyon
I192780,1,35.84,6/5/2022,Metrocity
I169043,2,600.16,30/07/2021,Metropol AVM
I317706,4,1200.32,17/09/2022,Emaar Square Mall
I260450,2,600.16,19/12/2021,Kanyon
I287625,2,600.16,4/6/2021,Viaport Outlet
I272958,5,58.65,10/2/2022,Mall of Istanbul
I263794,4,20.92,8/2/2023,Metrocity
I234628,2,30.3,4/9/2022,Istinye Park
I134118,3,900.24,23/08/2021,Forum Istanbul
I154106,4,162.64,9/7/2022,Cevahir AVM
I141102,4,20.92,25/08/2021,Mall of Istanbul
I330889,2,81.32,13/02/2022,Mall of Istanbul
I128220,4,46.92,6/6/2021,Mall of Istanbul
I144966,1,40.66,17/09/2022,Zorlu Center
I633368,2,600.16,22/02/2023,Istinye Park
I153016,3,15.69,19/02/2022,Zorlu Center
I266755,4,4200,22/02/2022,Cevahir AVM
I168319,5,1500.4,31/10/2021,Mall of Istanbul
I151595,2,1200.34,23/12/2022,Viaport Outlet
I130920,1,40.66,14/07/2021,Viaport Outlet
I300306,1,600.17,9/7/2021,Kanyon
I320360,3,900.24,2/1/2023,Kanyon
I236747,1,300.08,23/02/2023,Metropol AVM
I129627,5,203.3,5/6/2021,Kanyon
I971944,2,81.32,23/04/2021,Mall of Istanbul
I179936,1,300.08,18/09/2022,Cevahir AVM
I272455,5,179.2,4/11/2021,Zorlu Center
I126415,5,26.15,21/04/2021,Emaar Square Mall
I227949,5,26.15,23/09/2022,Mall of Istanbul
I150291,3,900.24,1/6/2021,Metropol AVM
I877569,1,5.23,19/05/2021,Viaport Outlet
I238193,2,81.32,14/07/2021,Emaar Square Mall
I224308,2,71.68,4/1/2023,Emaar Square Mall
I297061,3,1800.51,12/7/2021,Mall of Istanbul
I343867,2,23.46,18/01/2021,Kanyon
I867740,1,35.84,3/10/2022,Mall of Istanbul
I135594,4,2400.68,14/10/2022,Emaar Square Mall
I325939,3,121.98,15/09/2022,Metrocity
I323941,4,1200.32,19/09/2021,Mall of Istanbul
I797284,5,179.2,29/01/2022,Forum Istanbul
I292763,1,600.17,3/9/2022,Mall of Istanbul
I780951,5,203.3,24/02/2023,Viaport Outlet
I215664,4,1200.32,9/5/2022,Viaport Outlet
I276044,5,179.2,2/9/2021,Mall of Istanbul
I193889,3,15.69,26/03/2022,Kanyon
I449654,4,1200.32,30/12/2022,Cevahir AVM
I202905,5,26.15,10/3/2022,Metrocity
I109340,4,1200.32,20/12/2021,Cevahir AVM
I223781,5,75.75,22/05/2021,Kanyon
I208818,5,5250,28/11/2022,Metropol AVM
I249958,4,162.64,24/12/2022,Viaport Outlet
I159345,1,300.08,3/2/2021,Metropol AVM
I188184,3,900.24,13/01/2021,Metrocity
I185336,4,2400.68,27/12/2021,Kanyon
I168701,5,3000.85,22/01/2021,Kanyon
I126909,5,3000.85,28/09/2021,Kanyon
I935832,1,15.15,21/10/2022,Kanyon
I247640,1,300.08,7/4/2022,Metrocity
I224950,3,900.24,3/1/2022,Metropol AVM
I877825,4,143.36,18/02/2022,Zorlu Center
I486095,2,81.32,8/4/2022,Mall of Istanbul
I178438,1,40.66,13/02/2022,Metrocity
I202831,5,179.2,19/09/2022,Emaar Square Mall
I297279,4,20.92,14/05/2022,Mall of Istanbul
I194350,5,1500.4,27/04/2021,Mall of Istanbul
I317867,1,300.08,8/11/2022,Metrocity
I142470,2,600.16,2/9/2022,Istinye Park
I322606,1,40.66,15/11/2022,Mall of Istanbul
I949488,5,203.3,27/01/2023,Metropol AVM
I201771,2,600.16,19/01/2021,Metrocity
I297607,3,900.24,4/1/2021,Zorlu Center
I264744,2,71.68,31/12/2021,Mall of Istanbul
I235508,3,900.24,15/01/2021,Kanyon
I146572,4,46.92,23/02/2021,Mall of Istanbul
I290560,2,2100,12/12/2022,Mall of Istanbul
I178218,4,2400.68,11/1/2021,Istinye Park
I256241,5,26.15,29/01/2022,Metrocity
I943151,5,1500.4,15/12/2022,Metrocity
I302077,4,143.36,19/05/2021,Zorlu Center
I320086,5,26.15,18/03/2021,Zorlu Center
I131415,5,26.15,8/7/2022,Istinye Park
I293793,2,81.32,21/11/2021,Metropol AVM
I331569,4,1200.32,13/08/2022,Metropol AVM
I292917,4,1200.32,18/11/2022,Kanyon
I299659,1,11.73,26/04/2021,Istinye Park
I508832,2,600.16,12/10/2021,Kanyon
I160175,1,300.08,20/08/2021,Metropol AVM
I221456,3,107.52,5/11/2021,Metropol AVM
I448121,1,300.08,12/10/2022,Kanyon
I274937,3,1800.51,17/11/2021,Istinye Park
I976698,3,900.24,17/07/2022,Istinye Park
I128802,2,71.68,6/6/2022,Kanyon
I485459,3,1800.51,19/05/2021,Mall of Istanbul
I268344,3,900.24,4/4/2021,Viaport Outlet
I658818,2,600.16,1/1/2022,Cevahir AVM
I461475,1,300.08,14/04/2022,Kanyon
I269264,4,162.64,11/7/2021,Mall of Istanbul
I294336,4,2400.68,30/04/2022,Metrocity
I844193,5,1500.4,17/10/2022,Viaport Outlet
I340210,4,2400.68,27/02/2023,Mall of Istanbul
I927291,3,121.98,27/06/2021,Metrocity
I267265,5,75.75,23/03/2021,Mall of Istanbul
I241053,3,107.52,30/05/2021,Metrocity
I195005,3,900.24,4/3/2022,Forum Istanbul
I348704,2,81.32,10/3/2021,Metrocity
I239103,2,71.68,18/02/2021,Forum Istanbul
I532885,2,71.68,24/02/2021,Kanyon
I269162,4,60.6,4/4/2022,Kanyon
I200274,3,1800.51,26/06/2021,Metrocity
I863205,3,15.69,26/02/2022,Metropol AVM
I193081,1,300.08,5/12/2022,Kanyon
I156790,2,600.16,29/04/2022,Metrocity
I274915,4,46.92,22/05/2021,Metropol AVM
I278306,5,203.3,4/4/2021,Cevahir AVM
I170692,5,1500.4,17/10/2022,Kanyon
